+-----+--------------------------------------------+------------------------------+-------+----------+------+-------+---------+------------+--------------------------------------------------------+----------------------------+
|  ID | Registry name                              | Biome name                   | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                   | Valid for                  |
| 164 | minecraft:mutated_savanna_rock             | Savanna Plateau M            |  1.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SAVANNA, SPARSE                 | stronghold                 |
| 165 | minecraft:mutated_mesa                     | Mesa (Bryce)                 |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                       | stronghold                 |
| 166 | minecraft:mutated_mesa_rock                | Mesa Plateau F M             |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SPARSE                          | stronghold                 |
| 167 | minecraft:mutated_mesa_clear_rock          | Mesa Plateau M               |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                       | stronghold                 |
| 168 | traverse:forested_hills                    | Forested Hills               |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST, HILLS                                          | spawn, stronghold          |
| 169 | traverse:birch_forested_hills              | Birch Forested Hills         |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST, HILLS                                          | spawn, stronghold          |
| 170 | traverse:autumnal_wooded_hills             | Autumnal Wooded Hills        |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST, HILLS                                          | spawn, stronghold          |
| 171 | traverse:cliffs                            | Cliffs                       |  0.40 | MEDIUM   | 1.20 | false | false   | COOL       | COLD, HILLS, MOUNTAIN                                  | spawn, stronghold          |
| 172 | traverse:glacier                           | Glacier                      |  0.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, MOUNTAIN, SNOWY                                  | spawn, stronghold          |
| 173 | traverse:glacier_spikes                    | Glacier Spikes               |  0.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, MOUNTAIN, SNOWY                                  | spawn, stronghold          |
| 174 | traverse:snowy_coniferous_forest           | Snowy Coniferous Forest      |  0.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, CONIFEROUS, FOREST, SNOWY                        | spawn, stronghold          |
| 175 | traverse:lush_hills                        | Lush Hills                   |  0.50 | MEDIUM   | 0.80 | false | false   | COOL       | HILLS, LUSH, SPARSE, WET                               | spawn, stronghold, village |
| 176 | traverse:desert_shrubland                  | Desert Shrubland             |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD, DRY, HOT, SANDY                                  | spawn, stronghold, village |
| 177 | traverse:thicket                           | Thicket                      |  0.80 | MEDIUM   | 0.30 | false | false   | WARM       | DENSE, FOREST                                          | spawn, stronghold          |
| 178 | traverse:arid_highland                     | Arid Highland                |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HILLS, HOT, MOUNTAIN, SPARSE                      | spawn, stronghold, village |
| 179 | traverse:rocky_plains                      | Rocky Plains                 |  0.90 | MEDIUM   | 0.70 | false | false   | COOL       | HILLS, PLAINS, SPARSE                                  | spawn, stronghold, village |
| 180 | biometweaker:alpha_plains                  | Alpha Plains                 |  0.80 | MEDIUM   | 0.40 | false | false   | COOL, WARM | PLAINS                                                 | spawn, village             |
| 181 | dimdoors:limbo                             | Limbo                        |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                   | stronghold                 |
| 182 | dimdoors:white_void                        | White Void                   |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                   |                            |
| 183 | dimdoors:black_void                        | Black Void                   |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                   |                            |
| 184 | dimdoors:dangerous_black_void              | Dangerous Black Void         |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                   |                            |
| 185 | plants2:crystal_forest                     | Crystal Forest               |  0.80 | MEDIUM   | 0.20 | false | false   | COOL       | COLD, FOREST, MAGICAL                                  | spawn, stronghold          |
| 186 | stygian:stygian_growth                     | Stygian Growth               |  0.50 | MEDIUM   | 0.50 | false | false   |            | END                                                    | stronghold                 |
| 187 | stygian:acidic_plains                      | Acidic Plains                |  0.50 | MEDIUM   | 0.50 | false | false   |            | END                                                    | stronghold                 |
+-----+--------------------------------------------+------------------------------+-------+----------+------+-------+---------+------------+--------------------------------------------------------+----------------------------+
|  ID | Registry name                              | Biome name                   | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                   | Valid for                  |
+-----+--------------------------------------------+------------------------------+-------+----------+------+-------+---------+------------+--------------------------------------------------------+----------------------------+
