+-----+--------------------------------------------+----------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+---------------------+
|  ID | Registry name                              | Biome name                 | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                              | Valid for           |
| 164 | minecraft:mutated_savanna_rock             | Savanna Plateau M          |  1.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SAVANNA, SPARSE                            | stronghold          |
| 165 | minecraft:mutated_mesa                     | Mesa (Bryce)               |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold          |
| 166 | minecraft:mutated_mesa_rock                | Mesa Plateau F M           |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SPARSE                                     | stronghold          |
| 167 | minecraft:mutated_mesa_clear_rock          | Mesa Plateau M             |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold          |
| 168 | wildnature:red_savanna_desert              | Red Savanna Desert         |  0.85 | MEDIUM   | 0.20 | false | false   | DESERT     | DRY, HOT, SANDY, SAVANNA                                          | stronghold          |
| 169 | wildnature:red_savanna_desert_hills        | Red Savanna Desert Hills   |  0.85 | MEDIUM   | 0.20 | false | false   | DESERT     | DRY, HILLS, HOT, SANDY, SAVANNA                                   | stronghold          |
| 170 | wildnature:mixed_savanna_desert            | Mixed Savanna Desert       |  0.85 | MEDIUM   | 0.20 | false | false   | DESERT     | DRY, HOT, SANDY, SAVANNA                                          | stronghold          |
| 171 | wildnature:mixed_savanna_desert_hills      | Mixed Savanna Desert Hills |  0.85 | MEDIUM   | 0.20 | false | false   | DESERT     | DRY, HILLS, HOT, SANDY, SAVANNA                                   | stronghold          |
| 172 | wildnature:mixed_desert                    | Mixed Desert               |  0.85 | MEDIUM   | 0.20 | false | false   | DESERT     | DRY, HOT, SANDY                                                   | stronghold          |
| 173 | wildnature:mixed_desert_mountains          | Mixed Desert Mountains     |  0.85 | MEDIUM   | 0.20 | false | false   | DESERT     | DRY, HOT, MOUNTAIN, SANDY                                         | stronghold          |
| 174 | wildnature:desert_desolation               | Desert Desolation          |  0.85 | MEDIUM   | 0.00 | false | false   | DESERT     | DEAD, DRY, HOT, SANDY                                             | stronghold          |
| 175 | wildnature:light_mesa                      | Light Mesa                 |  0.80 | MEDIUM   | 0.20 | false | false   | DESERT     | HILLS, HOT, MESA, RARE, SANDY                                     | stronghold          |
| 176 | wildnature:tropical_mesa                   | Tropical Mesa              |  0.85 | MEDIUM   | 0.20 | false | false   | WARM       | HOT, JUNGLE, MESA                                                 | stronghold          |
| 177 | wildnature:tropical_water_rocks            | Tropical Water Rocks       |  0.80 | MEDIUM   | 0.80 | false | false   | WARM       | HILLS, JUNGLE, MOUNTAIN, OCEAN, WATER                             |                     |
| 178 | wildnature:marsh                           | Marsh                      |  0.50 | MEDIUM   | 0.90 | false | false   | WARM       | DRY, WATER, WET                                                   | stronghold          |
| 179 | wildnature:land_of_rivers                  | Land Of Rivers             |  0.50 | MEDIUM   | 0.90 | false | false   | COOL       | FOREST, WATER, WET                                                |                     |
| 180 | wildnature:tropics                         | Tropics                    |  0.90 | MEDIUM   | 0.60 | false | false   | WARM       | BEACH, HOT, JUNGLE, RARE, WET                                     | stronghold          |
| 181 | wildnature:sandy_tropics                   | Sandy Tropics              |  0.90 | MEDIUM   | 0.60 | false | false   | DESERT     | BEACH, HOT, JUNGLE, RARE, SANDY, WET                              | stronghold          |
| 182 | wildnature:autumnal_forest                 | Autumnal Forest            |  0.40 | MEDIUM   | 0.70 | false | false   | COOL       | COLD, FOREST                                                      | stronghold          |
| 183 | wildnature:prairie                         | Prairie                    |  0.50 | MEDIUM   | 0.40 | false | false   | WARM       | PLAINS                                                            | stronghold          |
| 184 | wildnature:polar_plateau                   | Polar Plateau              | -0.30 | COLD     | 0.90 |  true | false   | ICY        | DEAD, PLAINS, SNOWY                                               | stronghold          |
| 185 | wildnature:volcano                         | Volcano                    |  1.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HOT, MOUNTAIN, SPARSE                                        | stronghold          |
| 186 | wildnature:amazonia                        | Amazonia                   |  0.90 | MEDIUM   | 0.80 | false | false   | WARM       | DENSE, FOREST, HOT, JUNGLE, LUSH, WET                             | stronghold          |
| 187 | wildnature:mahogany_rainforest             | Mahogany Rainforest        |  0.90 | MEDIUM   | 0.80 | false | false   | WARM       | DENSE, FOREST, HOT, JUNGLE, LUSH, WET                             | stronghold          |
| 188 | wildnature:mahogany_mountains              | Mahogany Cliffs            |  0.90 | MEDIUM   | 0.80 | false | false   | WARM       | DENSE, FOREST, HOT, JUNGLE, LUSH, WET                             | stronghold          |
| 189 | wildnature:prairie_plateau                 | Prairie Plateau            |  0.50 | MEDIUM   | 0.40 | false | false   | WARM       | HILLS, MOUNTAIN, PLAINS                                           | stronghold          |
| 190 | wildnature:natural_maze                    | Natural Maze               |  0.40 | MEDIUM   | 0.40 | false | false   | COOL       | PLAINS, RARE, SPOOKY                                              | stronghold          |
| 191 | wildnature:rocky_spruce_forest             | Rocky Spruce Forest        |  0.25 | MEDIUM   | 0.40 | false | false   | COOL       | CONIFEROUS, FOREST, HILLS                                         | stronghold          |
| 192 | wildnature:roofed_forest_hills             | Roofed Forest Cliffs       |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, HILLS, MOUNTAIN                                           | stronghold          |
| 193 | wildnature:sea_highlands                   | Sea Highlands              |  0.40 | MEDIUM   | 0.40 | false | false   | WARM       | HILLS, MOUNTAIN, OCEAN, PLAINS, WATER                             | stronghold          |
| 194 | wildnature:birch_grove                     | Birch Grove                |  0.40 | MEDIUM   | 0.60 | false | false   | COOL       | DENSE, FOREST                                                     | stronghold          |
| 195 | wildnature:maple_taiga                     | Maple Taiga                |  0.25 | MEDIUM   | 0.40 | false | false   | COOL       | COLD, CONIFEROUS, FOREST                                          | stronghold          |
| 196 | wildnature:misty_swamp                     | Dense Swamp                |  0.50 | MEDIUM   | 0.90 | false | false   | WARM       | LUSH, SWAMP, WET                                                  | stronghold          |
| 197 | wildnature:taiga_plateau                   | Taiga Plateau              |  0.25 | MEDIUM   | 0.60 | false | false   | COOL       | CONIFEROUS, FOREST, PLAINS                                        | stronghold          |
| 198 | wildnature:rocky_mountains                 | Rocky Mountains            |  0.25 | MEDIUM   | 0.80 | false | false   | ICY        | DEAD, HILLS, MOUNTAIN                                             | stronghold          |
| 199 | wildnature:high_plains                     | High Plains                |  0.40 | MEDIUM   | 0.50 | false | false   | WARM       | MOUNTAIN, PLAINS                                                  | stronghold          |
| 200 | wildnature:flower_field                    | Flower Field               |  0.50 | MEDIUM   | 0.40 | false | false   | WARM       | PLAINS, RARE                                                      | stronghold          |
| 201 | wildnature:purple_field                    | Purple Field               |  0.40 | MEDIUM   | 0.40 | false | false   | WARM       | PLAINS, RARE                                                      | stronghold          |
| 202 | wildnature:field_of_corn                   | Field Of Corn              |  0.60 | MEDIUM   | 0.60 | false | false   | WARM       | DENSE, PLAINS, RARE                                               | stronghold          |
| 203 | wildnature:masuria                         | Masuria                    |  0.50 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, HOT, LUSH, RARE, WATER, WET                               | stronghold          |
| 204 | wildnature:madagascar_pasture              | Madagascar Pasture         |  0.40 | MEDIUM   | 0.70 | false | false   | WARM       | HOT, JUNGLE, LUSH, PLAINS, RARE, WET                              | stronghold          |
| 205 | wildnature:madagascar_rainforest           | Madagascar Rainforest      |  0.90 | MEDIUM   | 0.80 | false | false   | WARM       | DENSE, FOREST, HOT, JUNGLE, LUSH, RARE, WET                       | stronghold          |
| 206 | wildnature:himalayas                       | Himalayas                  | -0.40 | COLD     | 0.60 | false | false   | ICY        | DEAD, HILLS, MOUNTAIN, SNOWY                                      | stronghold          |
+-----+--------------------------------------------+----------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+---------------------+
|  ID | Registry name                              | Biome name                 | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                              | Valid for           |
+-----+--------------------------------------------+----------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+---------------------+
