+-------------------------------+------------------------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------+------------------------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+
| Mod name                      | Registry name                                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                         | Exists | Ore Dict keys                             |
| BiblioCraft                   | bibliocraft:label                                                            |    1133 |     true |    5482 |         6 | Framed Label                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         0 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         1 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         2 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         3 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         4 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         5 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         6 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         7 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         8 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |         9 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |        10 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |        11 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |        12 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |        13 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |        14 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampgold                                                         |    1125 |     true |    5474 |        15 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         0 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         1 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         2 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         3 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         4 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         5 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         6 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         7 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         8 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |         9 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |        10 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |        11 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |        12 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |        13 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |        14 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lampiron                                                         |    1126 |     true |    5475 |        15 | Fancy Lamp                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         0 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         1 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         2 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         3 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         4 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         5 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         6 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         7 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         8 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |         9 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |        10 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |        11 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |        12 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |        13 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |        14 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterngold                                                      |    1123 |     true |    5472 |        15 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         0 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         1 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         2 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         3 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         4 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         5 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         6 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         7 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         8 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |         9 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |        10 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |        11 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |        12 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |        13 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |        14 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:lanterniron                                                      |    1124 |     true |    5473 |        15 | Fancy Lantern                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:mapframe                                                         |    1139 |     true |    5488 |         0 | Oak Map Frame                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:mapframe                                                         |    1139 |     true |    5488 |         1 | Spruce Map Frame                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:mapframe                                                         |    1139 |     true |    5488 |         2 | Birch Map Frame                                      | true   |                                           |
| BiblioCraft                   | bibliocraft:mapframe                                                         |    1139 |     true |    5488 |         3 | Jungle Map Frame                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:mapframe                                                         |    1139 |     true |    5488 |         4 | Acacia Map Frame                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:mapframe                                                         |    1139 |     true |    5488 |         5 | Dark Oak Map Frame                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:mapframe                                                         |    1139 |     true |    5488 |         6 | Framed Map Frame                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:markerpole                                                       |    1121 |    false |    5470 |         0 | tile.BiblioCraft:MarkerPole.name                     | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeborderless                                          |    1144 |     true |    5493 |         0 | Oak Painting Frame                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeborderless                                          |    1144 |     true |    5493 |         1 | Spruce Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeborderless                                          |    1144 |     true |    5493 |         2 | Birch Painting Frame                                 | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeborderless                                          |    1144 |     true |    5493 |         3 | Jungle Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeborderless                                          |    1144 |     true |    5493 |         4 | Acacia Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeborderless                                          |    1144 |     true |    5493 |         5 | Dark Oak Painting Frame                              | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeborderless                                          |    1144 |     true |    5493 |         6 | Framed Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframefancy                                               |    1143 |     true |    5492 |         0 | Oak Painting Frame                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframefancy                                               |    1143 |     true |    5492 |         1 | Spruce Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframefancy                                               |    1143 |     true |    5492 |         2 | Birch Painting Frame                                 | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframefancy                                               |    1143 |     true |    5492 |         3 | Jungle Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframefancy                                               |    1143 |     true |    5492 |         4 | Acacia Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframefancy                                               |    1143 |     true |    5492 |         5 | Dark Oak Painting Frame                              | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframefancy                                               |    1143 |     true |    5492 |         6 | Framed Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeflat                                                |    1140 |     true |    5489 |         0 | Oak Painting Frame                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeflat                                                |    1140 |     true |    5489 |         1 | Spruce Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeflat                                                |    1140 |     true |    5489 |         2 | Birch Painting Frame                                 | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeflat                                                |    1140 |     true |    5489 |         3 | Jungle Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeflat                                                |    1140 |     true |    5489 |         4 | Acacia Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeflat                                                |    1140 |     true |    5489 |         5 | Dark Oak Painting Frame                              | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframeflat                                                |    1140 |     true |    5489 |         6 | Framed Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframemiddle                                              |    1142 |     true |    5491 |         0 | Oak Painting Frame                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframemiddle                                              |    1142 |     true |    5491 |         1 | Spruce Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframemiddle                                              |    1142 |     true |    5491 |         2 | Birch Painting Frame                                 | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframemiddle                                              |    1142 |     true |    5491 |         3 | Jungle Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframemiddle                                              |    1142 |     true |    5491 |         4 | Acacia Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframemiddle                                              |    1142 |     true |    5491 |         5 | Dark Oak Painting Frame                              | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframemiddle                                              |    1142 |     true |    5491 |         6 | Framed Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframesimple                                              |    1141 |     true |    5490 |         0 | Oak Painting Frame                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframesimple                                              |    1141 |     true |    5490 |         1 | Spruce Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframesimple                                              |    1141 |     true |    5490 |         2 | Birch Painting Frame                                 | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframesimple                                              |    1141 |     true |    5490 |         3 | Jungle Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframesimple                                              |    1141 |     true |    5490 |         4 | Acacia Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframesimple                                              |    1141 |     true |    5490 |         5 | Dark Oak Painting Frame                              | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingframesimple                                              |    1141 |     true |    5490 |         6 | Framed Painting Frame                                | true   |                                           |
| BiblioCraft                   | bibliocraft:paintingpress                                                    |    1145 |    false |    5494 |         0 | Painting Press                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:potionshelf                                                      |    1131 |     true |    5480 |         0 | Oak Potion Shelf                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:potionshelf                                                      |    1131 |     true |    5480 |         1 | Spruce Potion Shelf                                  | true   |                                           |
| BiblioCraft                   | bibliocraft:potionshelf                                                      |    1131 |     true |    5480 |         2 | Birch Potion Shelf                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:potionshelf                                                      |    1131 |     true |    5480 |         3 | Jungle Potion Shelf                                  | true   |                                           |
| BiblioCraft                   | bibliocraft:potionshelf                                                      |    1131 |     true |    5480 |         4 | Acacia Potion Shelf                                  | true   |                                           |
| BiblioCraft                   | bibliocraft:potionshelf                                                      |    1131 |     true |    5480 |         5 | Dark Oak Potion Shelf                                | true   |                                           |
| BiblioCraft                   | bibliocraft:potionshelf                                                      |    1131 |     true |    5480 |         6 | Framed Potion Shelf                                  | true   |                                           |
| BiblioCraft                   | bibliocraft:printingpress                                                    |    1151 |    false |    5500 |         0 | Printing Press                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:seat                                                             |    1136 |     true |    5485 |         0 | Oak Seat                                             | true   |                                           |
| BiblioCraft                   | bibliocraft:seat                                                             |    1136 |     true |    5485 |         1 | Spruce Seat                                          | true   |                                           |
| BiblioCraft                   | bibliocraft:seat                                                             |    1136 |     true |    5485 |         2 | Birch Seat                                           | true   |                                           |
| BiblioCraft                   | bibliocraft:seat                                                             |    1136 |     true |    5485 |         3 | Jungle Seat                                          | true   |                                           |
| BiblioCraft                   | bibliocraft:seat                                                             |    1136 |     true |    5485 |         4 | Acacia Seat                                          | true   |                                           |
| BiblioCraft                   | bibliocraft:seat                                                             |    1136 |     true |    5485 |         5 | Dark Oak Seat                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:seat                                                             |    1136 |     true |    5485 |         6 | Framed Seat                                          | true   |                                           |
| BiblioCraft                   | bibliocraft:shelf                                                            |    1120 |     true |    5469 |         0 | Oak Shelf                                            | true   |                                           |
| BiblioCraft                   | bibliocraft:shelf                                                            |    1120 |     true |    5469 |         1 | Spruce Shelf                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:shelf                                                            |    1120 |     true |    5469 |         2 | Birch Shelf                                          | true   |                                           |
| BiblioCraft                   | bibliocraft:shelf                                                            |    1120 |     true |    5469 |         3 | Jungle Shelf                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:shelf                                                            |    1120 |     true |    5469 |         4 | Acacia Shelf                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:shelf                                                            |    1120 |     true |    5469 |         5 | Dark Oak Shelf                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:shelf                                                            |    1120 |     true |    5469 |         6 | Framed Shelf                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         0 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         1 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         2 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         3 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         4 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         5 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         6 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         7 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         8 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |         9 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |        10 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |        11 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |        12 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |        13 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |        14 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:swordpedestal                                                    |    1147 |     true |    5496 |        15 | Sword Pedestal                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:table                                                            |    1135 |     true |    5484 |         0 | Oak Table                                            | true   |                                           |
| BiblioCraft                   | bibliocraft:table                                                            |    1135 |     true |    5484 |         1 | Spruce Table                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:table                                                            |    1135 |     true |    5484 |         2 | Birch Table                                          | true   |                                           |
| BiblioCraft                   | bibliocraft:table                                                            |    1135 |     true |    5484 |         3 | Jungle Table                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:table                                                            |    1135 |     true |    5484 |         4 | Acacia Table                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:table                                                            |    1135 |     true |    5484 |         5 | Dark Oak Table                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:table                                                            |    1135 |     true |    5484 |         6 | Framed Table                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:toolrack                                                         |    1132 |     true |    5481 |         0 | Oak Tool Rack                                        | true   |                                           |
| BiblioCraft                   | bibliocraft:toolrack                                                         |    1132 |     true |    5481 |         1 | Spruce Tool Rack                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:toolrack                                                         |    1132 |     true |    5481 |         2 | Birch Tool Rack                                      | true   |                                           |
| BiblioCraft                   | bibliocraft:toolrack                                                         |    1132 |     true |    5481 |         3 | Jungle Tool Rack                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:toolrack                                                         |    1132 |     true |    5481 |         4 | Acacia Tool Rack                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:toolrack                                                         |    1132 |     true |    5481 |         5 | Dark Oak Tool Rack                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:toolrack                                                         |    1132 |     true |    5481 |         6 | Framed Tool Rack                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:typesettingtable                                                 |    1150 |    false |    5499 |         0 | Typesetting Table                                    | true   |                                           |
| BiblioCraft                   | bibliocraft:typewriter                                                       |    1146 |     true |    5495 |         0 | White Typewriter                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:typewriter                                                       |    1146 |     true |    5495 |         1 | Light Gray Typewriter                                | true   |                                           |
| BiblioCraft                   | bibliocraft:typewriter                                                       |    1146 |     true |    5495 |         2 | Gray Typewriter                                      | true   |                                           |
| BiblioCraft                   | bibliocraft:typewriter                                                       |    1146 |     true |    5495 |         3 | Black Typewriter                                     | true   |                                           |
| BiblioCraft                   | bibliocraft:typewriter                                                       |    1146 |     true |    5495 |         4 | Red Typewriter                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:typewriter                                                       |    1146 |     true |    5495 |         5 | Orange Typewriter                                    | true   |                                           |
| BiblioCraft                   | bibliocraft:typewriter                                                       |    1146 |     true |    5495 |         6 | Yellow Typewriter                                    | true   |                                           |
| BiblioCraft                   | bibliocraft:typewriter                                                       |    1146 |     true |    5495 |         7 | Lime Typewriter                                      | true   |                                           |
| BiblioCraft                   | bibliocraft:typewriter                                                       |    1146 |     true |    5495 |         8 | Green Typewriter                                     | true   |                                           |
