+-----------------------------------------------------+-----+
| Registry name                                       |  ID |
| minecraft:entity.vex.hurt                           | 446 |
| minecraft:entity.villager.ambient                   | 447 |
| minecraft:entity.villager.death                     | 448 |
| minecraft:entity.villager.hurt                      | 449 |
| minecraft:entity.villager.no                        | 450 |
| minecraft:entity.villager.trading                   | 451 |
| minecraft:entity.villager.yes                       | 452 |
| minecraft:entity.vindication_illager.ambient        | 453 |
| minecraft:entity.vindication_illager.death          | 454 |
| minecraft:entity.vindication_illager.hurt           | 455 |
| minecraft:entity.witch.ambient                      | 456 |
| minecraft:entity.witch.death                        | 457 |
| minecraft:entity.witch.drink                        | 458 |
| minecraft:entity.witch.hurt                         | 459 |
| minecraft:entity.witch.throw                        | 460 |
| minecraft:entity.wither.ambient                     | 461 |
| minecraft:entity.wither.break_block                 | 462 |
| minecraft:entity.wither.death                       | 463 |
| minecraft:entity.wither.hurt                        | 464 |
| minecraft:entity.wither.shoot                       | 465 |
| minecraft:entity.wither.spawn                       | 466 |
| minecraft:entity.wither_skeleton.ambient            | 467 |
| minecraft:entity.wither_skeleton.death              | 468 |
| minecraft:entity.wither_skeleton.hurt               | 469 |
| minecraft:entity.wither_skeleton.step               | 470 |
| minecraft:entity.wolf.ambient                       | 471 |
| minecraft:entity.wolf.death                         | 472 |
| minecraft:entity.wolf.growl                         | 473 |
| minecraft:entity.wolf.howl                          | 474 |
| minecraft:entity.wolf.hurt                          | 475 |
| minecraft:entity.wolf.pant                          | 476 |
| minecraft:entity.wolf.shake                         | 477 |
| minecraft:entity.wolf.step                          | 478 |
| minecraft:entity.wolf.whine                         | 479 |
| minecraft:entity.zombie.ambient                     | 480 |
| minecraft:entity.zombie.attack_door_wood            | 481 |
| minecraft:entity.zombie.attack_iron_door            | 482 |
| minecraft:entity.zombie.break_door_wood             | 483 |
| minecraft:entity.zombie.death                       | 484 |
| minecraft:entity.zombie.hurt                        | 485 |
| minecraft:entity.zombie.infect                      | 486 |
| minecraft:entity.zombie.step                        | 487 |
| minecraft:entity.zombie_horse.ambient               | 488 |
| minecraft:entity.zombie_horse.death                 | 489 |
| minecraft:entity.zombie_horse.hurt                  | 490 |
| minecraft:entity.zombie_pig.ambient                 | 491 |
| minecraft:entity.zombie_pig.angry                   | 492 |
| minecraft:entity.zombie_pig.death                   | 493 |
| minecraft:entity.zombie_pig.hurt                    | 494 |
| minecraft:entity.zombie_villager.ambient            | 495 |
| minecraft:entity.zombie_villager.converted          | 496 |
| minecraft:entity.zombie_villager.cure               | 497 |
| minecraft:entity.zombie_villager.death              | 498 |
| minecraft:entity.zombie_villager.hurt               | 499 |
| minecraft:entity.zombie_villager.step               | 500 |
| minecraft:item.armor.equip_chain                    | 501 |
| minecraft:item.armor.equip_diamond                  | 502 |
| minecraft:item.armor.equip_elytra                   | 503 |
| minecraft:item.armor.equip_generic                  | 504 |
| minecraft:item.armor.equip_gold                     | 505 |
| minecraft:item.armor.equip_iron                     | 506 |
| minecraft:item.armor.equip_leather                  | 507 |
| minecraft:item.bottle.empty                         | 508 |
| minecraft:item.bottle.fill                          | 509 |
| minecraft:item.bottle.fill_dragonbreath             | 510 |
| minecraft:item.bucket.empty                         | 511 |
| minecraft:item.bucket.empty_lava                    | 512 |
| minecraft:item.bucket.fill                          | 513 |
| minecraft:item.bucket.fill_lava                     | 514 |
| minecraft:item.chorus_fruit.teleport                | 515 |
| minecraft:item.elytra.flying                        | 516 |
| minecraft:item.firecharge.use                       | 517 |
| minecraft:item.flintandsteel.use                    | 518 |
| minecraft:item.hoe.till                             | 519 |
| minecraft:item.shield.block                         | 520 |
| minecraft:item.shield.break                         | 521 |
| minecraft:item.shovel.flatten                       | 522 |
| minecraft:item.totem.use                            | 523 |
| minecraft:music.creative                            | 524 |
| minecraft:music.credits                             | 525 |
| minecraft:music.dragon                              | 526 |
| minecraft:music.end                                 | 527 |
| minecraft:music.game                                | 528 |
| minecraft:music.menu                                | 529 |
| minecraft:music.nether                              | 530 |
| minecraft:record.11                                 | 531 |
| minecraft:record.13                                 | 532 |
| minecraft:record.blocks                             | 533 |
| minecraft:record.cat                                | 534 |
| minecraft:record.chirp                              | 535 |
| minecraft:record.far                                | 536 |
| minecraft:record.mall                               | 537 |
| minecraft:record.mellohi                            | 538 |
| minecraft:record.stal                               | 539 |
| minecraft:record.strad                              | 540 |
| minecraft:record.wait                               | 541 |
| minecraft:record.ward                               | 542 |
| minecraft:ui.button.click                           | 543 |
| minecraft:ui.toast.challenge_complete               | 546 |
| minecraft:ui.toast.in                               | 544 |
| minecraft:ui.toast.out                              | 545 |
| minecraft:weather.rain                              | 547 |
| minecraft:weather.rain.above                        | 548 |
| minestrapp:mob.burfalaunt.death                     | 717 |
| minestrapp:mob.burfalaunt.hurt                      | 715 |
| minestrapp:mob.burfalaunt.living                    | 716 |
| netherex:ember_death                                | 731 |
| netherex:ember_hurt                                 | 730 |
| netherex:ghast_queen_ambient                        | 747 |
| netherex:ghast_queen_death                          | 749 |
| netherex:ghast_queen_hurt                           | 748 |
| netherex:ghast_queen_shoot                          | 750 |
| netherex:ghast_queen_summon                         | 751 |
| netherex:ghastling_ambient                          | 742 |
| netherex:ghastling_death                            | 744 |
| netherex:ghastling_hurt                             | 743 |
| netherex:ghastling_shoot                            | 746 |
| netherex:ghastling_warn                             | 745 |
| netherex:mogus_ambient                              | 721 |
| netherex:mogus_death                                | 723 |
| netherex:mogus_hurt                                 | 722 |
| netherex:nethermite_ambient                         | 732 |
| netherex:nethermite_death                           | 734 |
| netherex:nethermite_hurt                            | 733 |
| netherex:pigtificate_ambient                        | 718 |
| netherex:pigtificate_death                          | 720 |
| netherex:pigtificate_hurt                           | 719 |
| netherex:salamander_ambient                         | 724 |
| netherex:salamander_death                           | 726 |
| netherex:salamander_hurt                            | 725 |
| netherex:spinout_ambient                            | 735 |
| netherex:spinout_death                              | 737 |
| netherex:spinout_hurt                               | 736 |
| netherex:spore_death                                | 739 |
| netherex:spore_explode                              | 741 |
| netherex:spore_hurt                                 | 738 |
| netherex:spore_warn                                 | 740 |
| netherex:wight_ambient                              | 727 |
| netherex:wight_death                                | 729 |
| netherex:wight_hurt                                 | 728 |
| outfox:fox.death                                    | 756 |
| outfox:fox.hurt                                     | 755 |
| outfox:fox.idle                                     | 752 |
| outfox:fox.sniff                                    | 753 |
| outfox:fox.steal                                    | 754 |
| patchouli:book_flip                                 | 799 |
| patchouli:book_open                                 | 798 |
| quark:block.monster_box.growl                       | 566 |
| quark:block.pipe.pickup                             | 560 |
| quark:block.pipe.pickup.lenny                       | 562 |
| quark:block.pipe.shoot                              | 559 |
| quark:block.pipe.shoot.lenny                        | 561 |
| quark:block.sponge.hiss                             | 563 |
| quark:block.tiny_potato.shia_labeouf                | 584 |
| quark:entity.boat.add_item                          | 564 |
| quark:entity.frog.die                               | 577 |
| quark:entity.frog.hurt                              | 576 |
| quark:entity.frog.idle                              | 578 |
| quark:entity.frog.jump                              | 579 |
| quark:entity.frog.wednesday                         | 575 |
| quark:entity.pickarang.clank                        | 581 |
| quark:entity.pickarang.pickup                       | 582 |
| quark:entity.pickarang.throw                        | 580 |
| quark:entity.stoneling.cry                          | 573 |
| quark:entity.stoneling.die                          | 572 |
| quark:entity.stoneling.eat                          | 571 |
| quark:entity.stoneling.give                         | 569 |
| quark:entity.stoneling.meep                         | 567 |
| quark:entity.stoneling.michael                      | 574 |
| quark:entity.stoneling.purr                         | 568 |
| quark:entity.stoneling.take                         | 570 |
| quark:item.horse_whistle.blow                       | 583 |
| quark:item.soul_bead.curse                          | 565 |
| quark:item.soul_powder.spawn                        | 558 |
| reborncore:block_dismantle                          | 714 |
| theaurorian:music                                   | 757 |
| theaurorian:weepingwillowbell                       | 758 |
| thermalfoundation:mob_basalz_ambient                | 792 |
| thermalfoundation:mob_basalz_attack                 | 793 |
| thermalfoundation:mob_blitz_ambient                 | 790 |
| thermalfoundation:mob_blitz_attack                  | 791 |
| thermalfoundation:mob_blizz_ambient                 | 788 |
| thermalfoundation:mob_blizz_attack                  | 789 |
| thermalfoundation:player_magnet_use                 | 794 |
+-----------------------------------------------------+-----+
| Registry name                                       |  ID |
+-----------------------------------------------------+-----+
