+-----+--------------------------------------------+------------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+---------------------+
|  ID | Registry name                              | Biome name                   | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                              | Valid for           |
| 167 | minecraft:mutated_mesa_clear_rock          | Mesa Plateau M               |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold          |
| 168 | nt:cold_forest                             | Cold Forest                  |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                                     | stronghold, village |
| 169 | nt:cold_forest_hills                       | Cold Forest Hills            |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                                     | stronghold          |
| 170 | nt:cold_mega_blue_taiga                    | Cold Mega Blue Taiga         | -0.50 | COLD     | 0.40 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                           | stronghold, village |
| 171 | nt:cold_mega_blue_taiga_hills              | Cold Mega Blue Taiga Hills   | -0.50 | COLD     | 0.40 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                           | stronghold          |
| 172 | nt:cold_mega_spruce_taiga                  | Cold Mega Spruce Taiga       |  0.00 | COLD     | 0.80 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                           | stronghold, village |
| 173 | nt:cold_mega_spruce_taiga_hills            | Cold Mega Spruce Taiga Hills |  0.00 | COLD     | 0.80 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                           | stronghold          |
| 174 | nt:cold_mega_taiga                         | Cold Mega Taiga              |  0.00 | COLD     | 0.80 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                           | stronghold, village |
| 175 | nt:cold_mega_taiga_hills                   | Cold Mega Taiga Hills        |  0.00 | COLD     | 0.80 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                           | stronghold          |
| 176 | nt:cold_roofed_forest                      | Cold Roofed Forest           |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                                     | stronghold, village |
| 177 | nt:cold_roofed_forest_hills                | Cold Roofed Forest Hills     |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                                     | stronghold          |
| 178 | nt:glacier                                 | Glacier                      |  0.00 | COLD     | 0.50 | false | false   | ICY        | COLD, SNOWY                                                       | stronghold          |
| 179 | nt:icy_tundra                              | Icy Tundra                   | -1.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, SNOWY                                                       | stronghold          |
| 180 | nt:snowdune                                | Snow Dune                    |  0.00 | COLD     | 0.50 | false | false   | ICY        | COLD, SNOWY                                                       | stronghold          |
| 181 | nt:tundra                                  | Tundra                       |  0.20 | MEDIUM   | 0.50 | false | false   | ICY        | COLD                                                              | stronghold, village |
| 182 | theaurorian:aurorianforest                 | Aurorian Forest              |  0.20 | MEDIUM   | 0.50 | false | false   | COOL       | COLD, DRY, MAGICAL                                                | spawn, stronghold   |
| 183 | theaurorian:aurorianforesthills            | Aurorian Forest Hills        |  0.20 | MEDIUM   | 0.50 | false | false   | COOL       | COLD, DRY, MAGICAL                                                | spawn, stronghold   |
| 184 | theaurorian:aurorianplains                 | Aurorian Plains              |  0.20 | MEDIUM   | 0.50 | false | false   | COOL       | COLD, DRY, MAGICAL                                                | spawn, stronghold   |
| 185 | theaurorian:weepingwillowforest            | Weeping Willow Forest        |  0.20 | MEDIUM   | 0.50 | false | false   | COOL       | COLD, DRY, MAGICAL                                                | spawn, stronghold   |
| 186 | theaurorian:aurorianlakes                  | Aurorian Lakes               |  0.20 | MEDIUM   | 0.50 | false | false   | COOL       | COLD, DRY, MAGICAL                                                | spawn               |
| 187 | traverse:autumnal_woods                    | Autumnal Woods               |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST                                                            | stronghold          |
| 188 | traverse:woodlands                         | Woodlands                    |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | PLAINS                                                            | stronghold, village |
| 189 | traverse:mini_jungle                       | Mini Jungle                  |  0.95 | MEDIUM   | 0.90 | false | false   | WARM       | DENSE, HOT, JUNGLE, WET                                           |                     |
| 190 | traverse:meadow                            | Meadow                       |  0.80 | MEDIUM   | 0.70 | false | false   | COOL       | LUSH, PLAINS, WET                                                 | stronghold, village |
| 191 | traverse:green_swamp                       | Lush Swamp                   |  0.80 | MEDIUM   | 0.50 | false | false   | WARM       | LUSH, SWAMP, WET                                                  |                     |
| 192 | traverse:red_desert                        | Red Desert                   |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HOT, SANDY                                                   | stronghold, village |
| 193 | traverse:temperate_rainforest              | Temperate Rainforest         |  0.60 | MEDIUM   | 0.90 | false | false   | COOL       | CONIFEROUS, FOREST                                                | stronghold          |
| 194 | traverse:badlands                          | Badlands                     |  0.60 | MEDIUM   | 0.10 | false | false   | WARM       | DRY, HOT, PLAINS, SPARSE                                          | stronghold, village |
| 195 | traverse:mountainous_desert                | Mountainous Desert           |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HOT, MOUNTAIN, SANDY                                         | stronghold          |
| 196 | traverse:rocky_plateau                     | Rocky Plateau                |  0.80 | MEDIUM   | 0.20 | false | false   | WARM       | HOT, MOUNTAIN                                                     | stronghold, village |
| 197 | traverse:forested_hills                    | Forested Hills               |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST, HILLS                                                     | stronghold          |
| 198 | traverse:birch_forested_hills              | Birch Forested Hills         |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST, HILLS                                                     | stronghold          |
| 199 | traverse:autumnal_wooded_hills             | Autumnal Wooded Hills        |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST, HILLS                                                     | stronghold          |
| 200 | traverse:cliffs                            | Cliffs                       |  0.40 | MEDIUM   | 1.20 | false | false   | COOL       | COLD, HILLS, MOUNTAIN                                             | stronghold          |
| 201 | traverse:glacier                           | Glacier                      |  0.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, MOUNTAIN, SNOWY                                             | stronghold          |
| 202 | traverse:glacier_spikes                    | Glacier Spikes               |  0.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, MOUNTAIN, SNOWY                                             | stronghold          |
| 203 | traverse:snowy_coniferous_forest           | Snowy Coniferous Forest      |  0.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, CONIFEROUS, FOREST, SNOWY                                   | stronghold          |
| 204 | traverse:lush_hills                        | Lush Hills                   |  0.50 | MEDIUM   | 0.80 | false | false   | COOL       | HILLS, LUSH, SPARSE, WET                                          | stronghold, village |
| 205 | traverse:desert_shrubland                  | Desert Shrubland             |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD, DRY, HOT, SANDY                                             | stronghold, village |
| 206 | traverse:thicket                           | Thicket                      |  0.80 | MEDIUM   | 0.30 | false | false   | WARM       | DENSE, FOREST                                                     | stronghold          |
| 207 | traverse:arid_highland                     | Arid Highland                |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HILLS, HOT, MOUNTAIN, SPARSE                                 | stronghold, village |
| 208 | traverse:rocky_plains                      | Rocky Plains                 |  0.90 | MEDIUM   | 0.70 | false | false   | COOL       | HILLS, PLAINS, SPARSE                                             | stronghold, village |
| 209 | dimdoors:limbo                             | Limbo                        |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                              | stronghold          |
| 210 | dimdoors:white_void                        | White Void                   |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                              |                     |
| 211 | dimdoors:black_void                        | Black Void                   |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                              |                     |
| 212 | dimdoors:dangerous_black_void              | Dangerous Black Void         |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                              |                     |
| 213 | biometweaker:alpha_plains                  | Alpha Plains                 |  0.80 | MEDIUM   | 0.40 | false | false   | COOL, WARM | PLAINS                                                            | village             |
| 214 | stygian:stygian_growth                     | Stygian Growth               |  0.50 | MEDIUM   | 0.50 | false | false   |            | END                                                               | stronghold          |
| 215 | stygian:acidic_plains                      | Acidic Plains                |  0.50 | MEDIUM   | 0.50 | false | false   |            | END                                                               | stronghold          |
+-----+--------------------------------------------+------------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+---------------------+
|  ID | Registry name                              | Biome name                   | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                              | Valid for           |
+-----+--------------------------------------------+------------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+---------------------+
