+-------------------------------+---------------------------------------------------------+---------+----------+----------+--------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                                                                                            |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                                                                                                    |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                                                                                                  |
| *** ALSO ***                                                                                                                                                                                                                                                                                                                                                                               |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                                                                                                  |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                                                                                                   |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                                                                                                  |
+-------------------------------+---------------------------------------------------------+---------+----------+----------+--------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                      | Registry name                                           | Item ID | Meta/dmg | Subtypes | Display name                               | Ore Dict keys                                                                                                                                                                                                       |
| Chisel                        | chisel:concrete_purple                                  |    4877 |        3 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |        4 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |        5 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |        6 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |        7 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |        8 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |        9 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |       10 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |       11 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |       12 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |       13 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |       14 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple                                  |    4877 |       15 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        0 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        1 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        2 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        3 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        4 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        5 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        6 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        7 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        8 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |        9 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |       10 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |       11 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |       12 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |       13 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |       14 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple1                                 |    4878 |       15 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_purple2                                 |    4879 |        0 |     true | Purple Concrete                            | blockConcrete,blockConcretePurple                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_red                                     |    4865 |        0 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |        1 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |        2 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |        3 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |        4 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |        5 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |        6 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |        7 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |        8 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |        9 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |       10 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |       11 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |       12 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |       13 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |       14 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red                                     |    4865 |       15 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        0 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        1 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        2 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        3 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        4 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        5 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        6 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        7 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        8 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |        9 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |       10 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |       11 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |       12 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |       13 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |       14 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red1                                    |    4866 |       15 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_red2                                    |    4867 |        0 |     true | Red Concrete                               | blockConcrete,blockConcreteRed                                                                                                                                                                                      |
| Chisel                        | chisel:concrete_white                                   |    4907 |        0 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |        1 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |        2 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |        3 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |        4 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |        5 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |        6 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |        7 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |        8 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |        9 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |       10 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |       11 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |       12 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |       13 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |       14 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white                                   |    4907 |       15 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        0 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        1 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        2 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        3 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        4 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        5 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        6 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        7 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        8 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |        9 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |       10 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |       11 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |       12 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |       13 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |       14 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white1                                  |    4908 |       15 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_white2                                  |    4909 |        0 |     true | White Concrete                             | blockConcrete,blockConcreteWhite                                                                                                                                                                                    |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        0 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        1 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        2 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        3 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        4 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        5 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        6 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        7 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        8 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |        9 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |       10 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |       11 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |       12 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |       13 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |       14 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow                                  |    4895 |       15 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow1                                 |    4896 |        0 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow1                                 |    4896 |        1 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow1                                 |    4896 |        2 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow1                                 |    4896 |        3 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow1                                 |    4896 |        4 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
| Chisel                        | chisel:concrete_yellow1                                 |    4896 |        5 |     true | Yellow Concrete                            | blockConcrete,blockConcreteYellow                                                                                                                                                                                   |
